,Fear,Surprise,Happy,Sad,Angry,month_index,year,date
17,0.24732907043051094,0.2693567144688638,0.21744641271832155,0.20341931907338087,0.06244848330892285,6,2012,2012-06-01
18,0.3067340500869118,0.2670973141469877,0.20548862671149665,0.17432604465414947,0.04635396440045439,7,2012,2012-07-01
19,0.26958349534806403,0.2375141586786361,0.16820228454858466,0.24551740460854415,0.07918265681617101,8,2012,2012-08-01
20,0.34749631697108657,0.24827139591873795,0.16507735854241665,0.19633979212542735,0.04281513644233146,9,2012,2012-09-01
21,0.3055869493064737,0.2051635872331842,0.2030110253430279,0.2353079913726772,0.050930446744637,10,2012,2012-10-01
22,0.2991598329830095,0.28574623012404304,0.2035417928712856,0.14721421514618052,0.06433792887548129,11,2012,2012-11-01
23,0.3653288190284547,0.21351682443242564,0.1487276527663862,0.17787820673337168,0.09454849703936176,12,2012,2012-12-01
24,0.2676059645175321,0.2233733458836212,0.1888760482110735,0.2545149388581824,0.06562970252959083,1,2013,2013-01-01
25,0.3651879001966613,0.22761461818791895,0.15525649868115693,0.17882441211285188,0.07311657082141093,2,2013,2013-02-01
26,0.3623992258266508,0.2365901269179409,0.14020507055081574,0.2048523401903651,0.05595323651422752,3,2013,2013-03-01
27,0.2864227997379342,0.26327036470845155,0.17568027953701676,0.21121860668268175,0.06340794933391569,4,2013,2013-04-01
28,0.3777599348179309,0.2518853534564021,0.14766036162784646,0.18115854496189035,0.04153580513593021,5,2013,2013-05-01
29,0.35082974069996936,0.26555581958110464,0.12384280026574986,0.1902960103584227,0.06947562909475337,6,2013,2013-06-01
30,0.30162203374209995,0.22316648467194872,0.16298953553644674,0.21562324579899428,0.0965987002505104,7,2013,2013-07-01
31,0.34661321384687804,0.350341688857176,0.09630896230566922,0.1473246402086162,0.059411494781660634,8,2013,2013-08-01
32,0.2444943965761502,0.3030355364742009,0.1636151191250402,0.2001082096298476,0.0887467381947612,9,2013,2013-09-01
33,0.35683554833896003,0.25261212483312423,0.1369339443299383,0.1899997427182108,0.06361863977976683,10,2013,2013-10-01
34,0.3055814507299535,0.2461251622683591,0.18512677986972065,0.1957733267119131,0.06739328042005366,11,2013,2013-11-01
35,0.29130578777812344,0.20907629819623896,0.14153238698355655,0.2873573270899673,0.07072819995211377,12,2013,2013-12-01
36,0.2838134021708528,0.24150113627049055,0.1396632647848807,0.25240648190936193,0.0826157148644138,1,2014,2014-01-01
37,0.3652866578251088,0.23911135744307424,0.117216624768239,0.2024469341567858,0.07593842580679208,2,2014,2014-02-01
38,0.3142202816955881,0.2453820791659358,0.16876596226654858,0.18201645641481096,0.0896152204571165,3,2014,2014-03-01
39,0.37315181585078416,0.2426677241667305,0.13175189005604465,0.16149708361310522,0.09093148631333543,4,2014,2014-04-01
40,0.3449357072819572,0.25592814854348456,0.12640717893979067,0.22226445655276836,0.050464508681999296,5,2014,2014-05-01
41,0.3157243857142033,0.19903178028615556,0.1730125026758387,0.21370839432317187,0.09852293700063056,6,2014,2014-06-01
42,0.2804468445145585,0.26493538013470064,0.184677305179702,0.2217031059334319,0.04823736423760693,7,2014,2014-07-01
43,0.3438296978607219,0.2667391760928921,0.12031264064328365,0.21518797443667675,0.05393051096642563,8,2014,2014-08-01
44,0.29976286059836377,0.2298779280333469,0.1797218808149477,0.1977061795353115,0.0929311510180302,9,2014,2014-09-01
45,0.3268966773408548,0.2386009179533951,0.2331848054203983,0.15939629898976912,0.041921300295582574,10,2014,2014-10-01
46,0.3150165095409572,0.2837826405211449,0.1726592683324569,0.15264060697238446,0.07590097463305658,11,2014,2014-11-01
47,0.33422538684050684,0.29147537631628023,0.1462855493345681,0.17961066374794776,0.04840302376069715,12,2014,2014-12-01
48,0.3662577763532547,0.25476873681491075,0.125333469645455,0.1969802259926031,0.056659791193776426,1,2015,2015-01-01
49,0.3742710349393907,0.2495766272792096,0.10554554599164716,0.2116179204441276,0.058988871345624964,2,2015,2015-02-01
50,0.350848387470892,0.199933020327158,0.1660535550699312,0.2058569423649036,0.07730809476711538,3,2015,2015-03-01
51,0.3427422387469865,0.2418907332628645,0.12446584337604764,0.1688994698431408,0.12200171477096053,4,2015,2015-04-01
52,0.3147017613397768,0.27180262572534525,0.13183646939310073,0.21324836844971887,0.06841077509205841,5,2015,2015-05-01
53,0.3453572347576757,0.2549370456512171,0.1318519298615133,0.21668754713007046,0.05116624259952327,6,2015,2015-06-01
54,0.31371994342291376,0.21766331395044264,0.1738383362145738,0.2155233380480906,0.07925506836397922,7,2015,2015-07-01
55,0.3496549691424255,0.26908399413615597,0.11159401929277082,0.2266448108341501,0.04302220659449758,8,2015,2015-08-01
56,0.3812405387571322,0.26224171615624475,0.1368461229929227,0.17670302371618216,0.042968598377518166,9,2015,2015-09-01
57,0.3863967339307494,0.2454445199126517,0.09755556042447218,0.2346326037261817,0.03597058200594495,10,2015,2015-10-01
58,0.4055818979306029,0.20767048887814654,0.1067029693820245,0.20042795498652866,0.07961668882269725,11,2015,2015-11-01
59,0.29890578778746285,0.30414946678540244,0.1039479667949072,0.22204041405469754,0.07095636457752999,12,2015,2015-12-01
60,0.3654717070114331,0.29594620997244475,0.09717912267818288,0.15509502859953248,0.08630793173840694,1,2016,2016-01-01
61,0.36765323135775,0.2734885438904409,0.08845761930407088,0.21499335531439245,0.05540725013334577,2,2016,2016-02-01
62,0.3215038472413689,0.32294248454422964,0.11175798578348776,0.18570953612491806,0.0580861463059958,3,2016,2016-03-01
63,0.33539987303333585,0.35274505445654586,0.07870813817938761,0.18271526366370788,0.05043167066702275,4,2016,2016-04-01
64,0.3751644759080599,0.2884528483420045,0.0981375883224063,0.1884087983313658,0.049836289096163534,5,2016,2016-05-01
65,0.3774802563083787,0.21746713142841134,0.12730978060145864,0.21101043692321086,0.06673239473854045,6,2016,2016-06-01
66,0.3922355445901555,0.22899919882207065,0.11223031240775913,0.22063889421955726,0.04589604996045744,7,2016,2016-07-01
67,0.350348685372218,0.22940641738042356,0.12378712207584973,0.2255816691118607,0.0708761060596482,8,2016,2016-08-01
68,0.3201204115726064,0.3441562889274059,0.09682845762434422,0.16854369563223615,0.07035114624340738,9,2016,2016-09-01
69,0.3732702461608082,0.31957072606717274,0.07942799805241654,0.15968170515434366,0.06804932456525882,10,2016,2016-10-01
70,0.3118759407957085,0.24514154151569495,0.1889749267711284,0.20569197190780492,0.048315619009663115,11,2016,2016-11-01
71,0.3315855074147565,0.2587434609399125,0.12869604033350354,0.21890118312018012,0.062073808191647366,12,2016,2016-12-01
72,0.32345585716848685,0.3262346618679224,0.1295633831148708,0.1882505966716866,0.03249550117703345,1,2017,2017-01-01
73,0.3130733259009807,0.3112976325770541,0.13152742055321784,0.18466273717648912,0.059438883792258326,2,2017,2017-02-01
74,0.3924102546038724,0.24439631828597635,0.13152698793498316,0.17334348972797253,0.05832294944719566,3,2017,2017-03-01
75,0.3429855525431389,0.21293683042591552,0.17774650791896485,0.1934146418266812,0.07291646728529944,4,2017,2017-04-01
76,0.238200157178142,0.36200282206209533,0.15624681050848152,0.19622644879462744,0.04732376145665353,5,2017,2017-05-01
77,0.2906278809418518,0.2893019237281611,0.1722136331023243,0.1931618492265364,0.0546947130011263,6,2017,2017-06-01
78,0.26023693215833993,0.3153322198383801,0.13640837310932988,0.21605995168643227,0.07196252320751767,7,2017,2017-07-01
79,0.31739229220367143,0.29017056182768297,0.1195627051716978,0.20487985458761965,0.06799458620932804,8,2017,2017-08-01
80,0.3345542627640479,0.3157147844972449,0.13241495050590174,0.1764126886651728,0.040903313567632736,9,2017,2017-09-01
81,0.3588993464223521,0.25679612321696144,0.13274590667979494,0.1953004412249505,0.056258182455941184,10,2017,2017-10-01
82,0.25728202713418696,0.28269266355197503,0.1523822271662901,0.23438579052143246,0.07325729162611541,11,2017,2017-11-01
83,0.3511586860272426,0.23027525570931234,0.12237820651476222,0.22110788122215244,0.07507997052653052,12,2017,2017-12-01
84,0.30860262539382377,0.2855461074046302,0.1381535698302001,0.2192882568606123,0.04840944051073368,1,2018,2018-01-01
85,0.3328152629568679,0.2937275132150385,0.17643078432019768,0.1389165790379545,0.0581098604699414,2,2018,2018-02-01
86,0.3020516016134868,0.2716608681655115,0.15652797544389205,0.2236629846317142,0.04609657014539549,3,2018,2018-03-01
87,0.26029415095999303,0.2636179338355979,0.1851624779098472,0.22428944506241125,0.06663599223215054,4,2018,2018-04-01
88,0.26509465989453823,0.3159519778494966,0.1835553233514983,0.18283358023384996,0.052564458670617084,5,2018,2018-05-01
89,0.31502965077817097,0.23219724991855864,0.19114023058844454,0.21667433928724053,0.044958529427585305,6,2018,2018-06-01
90,0.3365254055879923,0.245283867407438,0.1805800875492685,0.1742218661073567,0.06338877334794447,7,2018,2018-07-01
91,0.2909871770036733,0.27648335994429984,0.1769709822802614,0.18768764904546567,0.06787083172629987,8,2018,2018-08-01
92,0.2875937717295174,0.26383213976355474,0.19114395032733006,0.18707954587628467,0.07035059230331303,9,2018,2018-09-01
93,0.3095804453922813,0.2794296572748769,0.15240809853859946,0.2063049392336193,0.05227685956062285,10,2018,2018-10-01
94,0.3116798721778062,0.2611591040522739,0.1767749935910047,0.19084497385726115,0.05954105632165405,11,2018,2018-11-01
95,0.2793145058362148,0.26585524331097843,0.1709790453205856,0.22858700949110075,0.055264196041120366,12,2018,2018-12-01
96,0.2841581091265527,0.2627507732995502,0.1761874598323478,0.21783698059468934,0.05906667714685989,1,2019,2019-01-01
97,0.25227652281579993,0.2578024042331543,0.2805610178781076,0.1701264477201449,0.0392336073527932,2,2019,2019-02-01
98,0.2503406311095388,0.2721982457113756,0.2351857717221651,0.19593392466696852,0.046341426789951914,3,2019,2019-03-01
99,0.2627544031211041,0.29182689367232434,0.24138014140826686,0.17324126964133185,0.030797292156972838,4,2019,2019-04-01
100,0.28567237248445754,0.2510833944395211,0.22118154727344094,0.19686079235798806,0.04520189344459237,5,2019,2019-05-01
101,0.24639074438110656,0.23357042754787635,0.28624625102391577,0.18944124963530745,0.044351327411793866,6,2019,2019-06-01
102,0.2464683732538312,0.2472707915308685,0.26908193814610604,0.1871131747998658,0.05006572226932848,7,2019,2019-07-01
103,0.2511111889220403,0.25467942297632984,0.2578874470013169,0.18017068742760844,0.05615125367270441,8,2019,2019-08-01
104,0.2264370520494196,0.2748968518187163,0.2613672075253707,0.19145685253784736,0.045842036068646036,9,2019,2019-09-01
105,0.2528730525565099,0.2773776313227349,0.2572833573115663,0.17494839215914262,0.03751756665004622,10,2019,2019-10-01
106,0.2569507110511386,0.25538962941878096,0.2364844677652111,0.20122951940820846,0.049945672356661,11,2019,2019-11-01
107,0.25765809778431115,0.2657100534033127,0.21379477261573185,0.20438924583227835,0.05844783036436615,12,2019,2019-12-01
108,0.2329003874825467,0.3096276351172001,0.2275155559842918,0.18233331666893135,0.04762310474702999,1,2020,2020-01-01
109,0.2546768416489855,0.2718879991482824,0.2041764576156473,0.2147791998418244,0.054479501745260436,2,2020,2020-02-01
110,0.24791838291802384,0.2358405807518145,0.2606762352863121,0.20004257224842306,0.05552222879542637,3,2020,2020-03-01
111,0.21831518093369603,0.2678696517092577,0.22628163192206846,0.22453729223461616,0.06299624320036162,4,2020,2020-04-01
112,0.2623614562434082,0.25885246950854696,0.22779102652934946,0.19322987248733686,0.057765175231358615,5,2020,2020-05-01
113,0.225825257836374,0.2483760273717059,0.2554411111552164,0.2265960794321904,0.043761524204513326,6,2020,2020-06-01
114,0.2347262354346482,0.2455044262418102,0.3043380498806337,0.17386505788336046,0.04156623055954749,7,2020,2020-07-01
115,0.26146860300408364,0.2755715141415029,0.20006283421442567,0.20496238100363046,0.05793466763635735,8,2020,2020-08-01
116,0.2578337538803882,0.2560596626517068,0.2594564425825481,0.1613699526322378,0.06528018825311897,9,2020,2020-09-01
117,0.2536756086045583,0.2731892816651548,0.21530453513306952,0.2037346517312011,0.05409592286601653,10,2020,2020-10-01
118,0.2252319677732152,0.225341813437891,0.2508329361471945,0.2220614552573052,0.07653182738439415,11,2020,2020-11-01
119,0.21862595831862175,0.28512185742332863,0.2425679003461081,0.189150187746866,0.06453409616507548,12,2020,2020-12-01
120,0.19511966226722166,0.2953818219441787,0.2537676527892536,0.20543438503227104,0.05029647796707507,1,2021,2021-01-01
121,0.20628438699641027,0.25672685680594626,0.2894084588690108,0.2207676613422472,0.02681263598638549,2,2021,2021-02-01
122,0.21774303942312245,0.2532384962638033,0.220826937431888,0.18546975558979956,0.12272177129138667,3,2021,2021-03-01
123,0.26322453016815034,0.22480712166172104,0.252542037586548,0.21020771513353112,0.04921859545004947,4,2021,2021-04-01
